# 	 time 	 original 	 transformed 
0.00 	 0.0000 	 0.0000 
0.00 	 0.0061 	 0.0061 
0.00 	 0.0020 	 0.0020 
0.00 	 -0.0132 	 -0.0132 
0.00 	 -0.0175 	 -0.0175 
0.00 	 -0.0263 	 -0.0263 
0.00 	 -0.0336 	 -0.0334 
0.00 	 -0.0337 	 -0.0334 
0.00 	 -0.0444 	 -0.0441 
0.00 	 -0.0537 	 -0.0534 
0.00 	 -0.0648 	 -0.0644 
0.00 	 -0.0625 	 -0.0620 
0.00 	 -0.0648 	 -0.0642 
0.00 	 -0.0789 	 -0.0783 
0.00 	 -0.0823 	 -0.0818 
0.00 	 -0.0834 	 -0.0829 
0.00 	 -0.1000 	 -0.0994 
0.00 	 -0.1010 	 -0.1003 
0.00 	 -0.1133 	 -0.1126 
0.00 	 -0.1199 	 -0.1193 
0.01 	 -0.1355 	 -0.1346 
0.01 	 -0.1314 	 -0.1305 
0.01 	 -0.1340 	 -0.1332 
0.01 	 -0.1236 	 -0.1230 
0.01 	 -0.1405 	 -0.1401 
0.01 	 -0.1355 	 -0.1351 
0.01 	 -0.1352 	 -0.1348 
0.01 	 -0.1461 	 -0.1458 
0.01 	 -0.1533 	 -0.1530 
0.01 	 -0.1440 	 -0.1435 
0.01 	 -0.1547 	 -0.1541 
0.01 	 -0.1649 	 -0.1641 
0.01 	 -0.1823 	 -0.1814 
0.01 	 -0.1867 	 -0.1858 
0.01 	 -0.1968 	 -0.1958 
0.01 	 -0.1981 	 -0.1969 
0.01 	 -0.1926 	 -0.1916 
0.01 	 -0.2084 	 -0.2073 
0.01 	 -0.2036 	 -0.2026 
0.01 	 -0.2031 	 -0.2018 
0.01 	 -0.1969 	 -0.1956 
0.01 	 -0.1977 	 -0.1961 
0.01 	 -0.2035 	 -0.2020 
0.01 	 -0.2105 	 -0.2090 
0.01 	 -0.2210 	 -0.2195 
0.01 	 -0.2152 	 -0.2135 
0.01 	 -0.2275 	 -0.2258 
0.01 	 -0.2320 	 -0.2303 
0.01 	 -0.2341 	 -0.2323 
0.01 	 -0.2307 	 -0.2289 
0.01 	 -0.2469 	 -0.2449 
0.01 	 -0.2510 	 -0.2490 
0.01 	 -0.2559 	 -0.2535 
0.01 	 -0.2542 	 -0.2519 
0.01 	 -0.2523 	 -0.2500 
0.01 	 -0.2467 	 -0.2442 
0.01 	 -0.2297 	 -0.2278 
0.01 	 -0.2197 	 -0.2181 
0.01 	 -0.2230 	 -0.2215 
0.01 	 -0.2339 	 -0.2325 
0.01 	 -0.2383 	 -0.2368 
0.02 	 -0.2315 	 -0.2299 
0.02 	 -0.2461 	 -0.2443 
0.02 	 -0.2624 	 -0.2606 
0.02 	 -0.2616 	 -0.2596 
0.02 	 -0.2572 	 -0.2556 
0.02 	 -0.2589 	 -0.2574 
0.02 	 -0.2606 	 -0.2592 
0.02 	 -0.2587 	 -0.2573 
0.02 	 -0.2573 	 -0.2561 
