# 	 time 	 original 	 transformed 
0.00 	 0.3000 	 0.3000 
0.00 	 0.3000 	 0.3000 
0.00 	 0.3000 	 0.3000 
0.01 	 0.2999 	 0.2999 
0.01 	 0.2998 	 0.2998 
0.01 	 0.2998 	 0.2998 
0.01 	 0.2999 	 0.2999 
0.01 	 0.2999 	 0.2999 
0.02 	 0.2999 	 0.2999 
0.02 	 0.3000 	 0.3000 
0.02 	 0.3000 	 0.3000 
0.02 	 0.3000 	 0.3000 
0.02 	 0.3000 	 0.3000 
0.03 	 0.3000 	 0.3000 
0.03 	 0.2999 	 0.2999 
0.03 	 0.2999 	 0.2999 
0.03 	 0.3000 	 0.3000 
0.03 	 0.3000 	 0.3000 
0.04 	 0.3000 	 0.3000 
0.04 	 0.3000 	 0.3000 
0.04 	 0.3000 	 0.3000 
0.04 	 0.3000 	 0.3000 
0.04 	 0.3000 	 0.3000 
0.05 	 0.3000 	 0.3000 
0.05 	 0.3000 	 0.3000 
0.05 	 0.3000 	 0.3000 
0.05 	 0.3001 	 0.3001 
0.05 	 0.3000 	 0.3000 
0.06 	 0.3000 	 0.3000 
0.06 	 0.3000 	 0.3000 
0.06 	 0.3000 	 0.3000 
0.06 	 0.3000 	 0.3000 
0.06 	 0.3000 	 0.3000 
0.07 	 0.3001 	 0.3001 
0.07 	 0.3000 	 0.3000 
0.07 	 0.3000 	 0.3000 
0.07 	 0.3000 	 0.3000 
0.07 	 0.3000 	 0.3000 
0.08 	 0.3000 	 0.3000 
0.08 	 0.3000 	 0.3000 
0.08 	 0.3000 	 0.3000 
0.08 	 0.2999 	 0.2999 
0.08 	 0.2999 	 0.2999 
0.09 	 0.2999 	 0.2999 
0.09 	 0.3000 	 0.3000 
0.09 	 0.2999 	 0.2999 
0.09 	 0.2998 	 0.2998 
0.09 	 0.2999 	 0.2999 
0.10 	 0.2999 	 0.2999 
0.10 	 0.2999 	 0.2999 
0.10 	 0.2999 	 0.2999 
0.10 	 0.2999 	 0.2999 
0.10 	 0.2999 	 0.2999 
0.11 	 0.2999 	 0.2999 
0.11 	 0.2998 	 0.2998 
0.11 	 0.2998 	 0.2998 
0.11 	 0.2998 	 0.2998 
0.11 	 0.2998 	 0.2998 
0.12 	 0.2998 	 0.2998 
0.12 	 0.2998 	 0.2998 
0.12 	 0.2998 	 0.2998 
0.12 	 0.2998 	 0.2998 
0.12 	 0.2998 	 0.2998 
0.13 	 0.2997 	 0.2997 
0.13 	 0.2997 	 0.2997 
0.13 	 0.2998 	 0.2998 
0.13 	 0.2998 	 0.2998 
0.13 	 0.2999 	 0.2999 
0.14 	 0.2998 	 0.2999 
0.14 	 0.2998 	 0.2998 
0.14 	 0.2999 	 0.2999 
0.14 	 0.2998 	 0.2998 
0.14 	 0.2998 	 0.2998 
0.15 	 0.2998 	 0.2998 
0.15 	 0.2997 	 0.2997 
0.15 	 0.2998 	 0.2998 
0.15 	 0.2997 	 0.2997 
0.15 	 0.2998 	 0.2998 
0.16 	 0.2997 	 0.2997 
0.16 	 0.2997 	 0.2997 
0.16 	 0.2997 	 0.2998 
0.16 	 0.2998 	 0.2998 
