# 	 time 	 original 	 transformed 
0.00 	 0.0000 	 0.0000 
0.00 	 0.0061 	 0.0061 
0.00 	 0.0020 	 0.0020 
0.00 	 -0.0132 	 -0.0132 
0.00 	 -0.0175 	 -0.0175 
0.00 	 -0.0263 	 -0.0263 
0.00 	 -0.0336 	 -0.0336 
0.00 	 -0.0337 	 -0.0337 
0.00 	 -0.0444 	 -0.0444 
0.00 	 -0.0537 	 -0.0537 
0.00 	 -0.0648 	 -0.0648 
0.00 	 -0.0625 	 -0.0625 
0.00 	 -0.0648 	 -0.0648 
0.00 	 -0.0789 	 -0.0789 
0.00 	 -0.0823 	 -0.0823 
0.00 	 -0.0834 	 -0.0834 
0.00 	 -0.1000 	 -0.1000 
0.00 	 -0.1010 	 -0.1010 
0.00 	 -0.1133 	 -0.1133 
0.00 	 -0.1199 	 -0.1199 
0.01 	 -0.1355 	 -0.1355 
0.01 	 -0.1314 	 -0.1314 
0.01 	 -0.1340 	 -0.1340 
0.01 	 -0.1236 	 -0.1236 
0.01 	 -0.1405 	 -0.1405 
0.01 	 -0.1355 	 -0.1355 
0.01 	 -0.1352 	 -0.1352 
0.01 	 -0.1461 	 -0.1461 
0.01 	 -0.1533 	 -0.1533 
0.01 	 -0.1440 	 -0.1440 
0.01 	 -0.1547 	 -0.1547 
0.01 	 -0.1649 	 -0.1649 
0.01 	 -0.1823 	 -0.1823 
0.01 	 -0.1867 	 -0.1867 
0.01 	 -0.1968 	 -0.1968 
0.01 	 -0.1981 	 -0.1981 
0.01 	 -0.1926 	 -0.1926 
0.01 	 -0.2084 	 -0.2084 
0.01 	 -0.2036 	 -0.2036 
0.01 	 -0.2031 	 -0.2031 
0.01 	 -0.1969 	 -0.1969 
0.01 	 -0.1977 	 -0.1977 
0.01 	 -0.2035 	 -0.2035 
0.01 	 -0.2105 	 -0.2105 
0.01 	 -0.2210 	 -0.2210 
0.01 	 -0.2152 	 -0.2152 
0.01 	 -0.2275 	 -0.2274 
0.01 	 -0.2320 	 -0.2320 
0.01 	 -0.2341 	 -0.2341 
0.01 	 -0.2307 	 -0.2306 
0.01 	 -0.2469 	 -0.2469 
0.01 	 -0.2510 	 -0.2509 
0.01 	 -0.2559 	 -0.2559 
0.01 	 -0.2542 	 -0.2542 
0.01 	 -0.2523 	 -0.2524 
0.01 	 -0.2467 	 -0.2468 
0.01 	 -0.2297 	 -0.2299 
0.01 	 -0.2197 	 -0.2199 
0.01 	 -0.2230 	 -0.2233 
0.01 	 -0.2339 	 -0.2342 
0.01 	 -0.2383 	 -0.2388 
0.02 	 -0.2315 	 -0.2318 
0.02 	 -0.2461 	 -0.2466 
0.02 	 -0.2624 	 -0.2626 
0.02 	 -0.2616 	 -0.2619 
0.02 	 -0.2572 	 -0.2575 
0.02 	 -0.2589 	 -0.2591 
0.02 	 -0.2606 	 -0.2610 
0.02 	 -0.2587 	 -0.2593 
0.02 	 -0.2573 	 -0.2580 
